,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
152,75247,32.81358,-96.87748,Dallas,TX,Texas,TRUE,,792,46.8,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
153,75248,32.96955,-96.79528,Dallas,TX,Texas,TRUE,,37373,1956.4,48113,Dallas,"{""48113"": ""99.29"", ""48085"": ""0.71""}",Dallas|Collin,48113|48085,FALSE,FALSE,America/Chicago
154,75249,32.64442,-96.9588,Dallas,TX,Texas,TRUE,,17649,1482.2,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
155,75251,32.91901,-96.77193,Dallas,TX,Texas,TRUE,,2861,2514.2,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
156,75252,32.99723,-96.79081,Dallas,TX,Texas,TRUE,,26867,2047.7,48085,Collin,"{""48085"": ""97.44"", ""48113"": ""2.56""}",Collin|Dallas,48085|48113,FALSE,FALSE,America/Chicago
157,75253,32.67499,-96.61286,Dallas,TX,Texas,TRUE,,23900,676.7,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
158,75254,32.94562,-96.80133,Dallas,TX,Texas,TRUE,,26929,3130.8,48113,Dallas,"{""48113"": ""100""}",Dallas,48113,FALSE,FALSE,America/Chicago
159,75270,32.78119,-96.80223,Dallas,TX,Texas,TRUE,,0,0,48113,Dallas,"{""48113"": ""0""}",Dallas,48113,FALSE,FALSE,America/Chicago
160,75287,33.00032,-96.84114,Dallas,TX,Texas,TRUE,,55673,3839.7,48121,Denton,"{""48121"": ""52.75"", ""48085"": ""47.25"", ""48113"": ""0""}",Denton|Collin|Dallas,48121|48085|48113,FALSE,FALSE,America/Chicago
161,75390,32.81419,-96.8408,Dallas,TX,Texas,TRUE,,0,0,48113,Dallas,"{""48113"": ""0""}",Dallas,48113,FALSE,FALSE,America/Chicago
162,75401,33.18426,-96.11952,Greenville,TX,Texas,TRUE,,19146,71.1,48231,Hunt,"{""48231"": ""100""}",Hunt,48231,FALSE,FALSE,America/Chicago
163,75402,33.06879,-96.08534,Greenville,TX,Texas,TRUE,,18087,77.3,48231,Hunt,"{""48231"": ""100""}",Hunt,48231,FALSE,FALSE,America/Chicago
164,75407,33.15089,-96.48796,Princeton,TX,Texas,TRUE,,17978,140.5,48085,Collin,"{""48085"": ""100""}",Collin,48085,FALSE,FALSE,America/Chicago
165,75409,33.35196,-96.52734,Anna,TX,Texas,TRUE,,16349,78.7,48085,Collin,"{""48085"": ""100""}",Collin,48085,FALSE,FALSE,America/Chicago
166,75410,32.79101,-95.63456,Alba,TX,Texas,TRUE,,4954,23.3,48499,Wood,"{""48499"": ""82.16"", ""48379"": ""17.84""}",Wood|Rains,48499|48379,FALSE,FALSE,America/Chicago
167,75411,33.86196,-95.64855,Arthur City,TX,Texas,TRUE,,889,4.4,48277,Lamar,"{""48277"": ""100""}",Lamar,48277,FALSE,FALSE,America/Chicago
168,75412,33.79984,-95.15232,Bagwell,TX,Texas,TRUE,,457,1.2,48387,Red River,"{""48387"": ""100""}",Red River,48387,FALSE,FALSE,America/Chicago
169,75413,33.4414,-96.17912,Bailey,TX,Texas,TRUE,,282,77.5,48147,Fannin,"{""48147"": ""100""}",Fannin,48147,FALSE,FALSE,America/Chicago
170,75414,33.62333,-96.43179,Bells,TX,Texas,TRUE,,3416,27,48181,Grayson,"{""48181"": ""100""}",Grayson,48181,FALSE,FALSE,America/Chicago
171,75415,33.45985,-95.75133,Ben Franklin,TX,Texas,TRUE,,240,8.8,48119,Delta,"{""48119"": ""100""}",Delta,48119,FALSE,FALSE,America/Chicago
172,75416,33.67825,-95.35442,Blossom,TX,Texas,TRUE,,3070,16,48277,Lamar,"{""48277"": ""100""}",Lamar,48277,FALSE,FALSE,America/Chicago
173,75417,33.43887,-95.13134,Bogata,TX,Texas,TRUE,,2688,6.3,48387,Red River,"{""48387"": ""100""}",Red River,48387,FALSE,FALSE,America/Chicago
174,75418,33.57269,-96.17766,Bonham,TX,Texas,TRUE,,14571,40.3,48147,Fannin,"{""48147"": ""100""}",Fannin,48147,FALSE,FALSE,America/Chicago
175,75420,33.053,-95.72612,Brashear,TX,Texas,TRUE,,1052,11.1,48223,Hopkins,"{""48223"": ""100""}",Hopkins,48223,FALSE,FALSE,America/Chicago
176,75421,33.64665,-95.7172,Brookston,TX,Texas,TRUE,,666,4.7,48277,Lamar,"{""48277"": ""100""}",Lamar,48277,FALSE,FALSE,America/Chicago
177,75422,33.13937,-95.93198,Campbell,TX,Texas,TRUE,,3088,16.3,48231,Hunt,"{""48231"": ""100""}",Hunt,48231,FALSE,FALSE,America/Chicago
178,75423,33.28614,-96.19999,Celeste,TX,Texas,TRUE,,3110,14.8,48231,Hunt,"{""48231"": ""98.89"", ""48147"": ""1.11""}",Hunt|Fannin,48231|48147,FALSE,FALSE,America/Chicago
179,75424,33.30659,-96.38586,Blue Ridge,TX,Texas,TRUE,,3024,17.5,48085,Collin,"{""48085"": ""93.9"", ""48147"": ""6.1""}",Collin|Fannin,48085|48147,FALSE,FALSE,America/Chicago
180,75426,33.65539,-95.00488,Clarksville,TX,Texas,TRUE,,4393,5.2,48387,Red River,"{""48387"": ""100""}",Red River,48387,FALSE,FALSE,America/Chicago
181,75428,33.26847,-95.91606,Commerce,TX,Texas,TRUE,,11371,51.1,48231,Hunt,"{""48231"": ""97.27"", ""48119"": ""2.73""}",Hunt|Delta,48231|48119,FALSE,FALSE,America/Chicago
182,75431,33.01166,-95.46369,Como,TX,Texas,TRUE,,2122,13.9,48223,Hopkins,"{""48223"": ""88.45"", ""48499"": ""11.55""}",Hopkins|Wood,48223|48499,FALSE,FALSE,America/Chicago
183,75432,33.39605,-95.67442,Cooper,TX,Texas,TRUE,,3504,12.8,48119,Delta,"{""48119"": ""100""}",Delta,48119,FALSE,FALSE,America/Chicago
184,75433,33.10767,-95.80424,Cumby,TX,Texas,TRUE,,2808,10.4,48223,Hopkins,"{""48223"": ""100""}",Hopkins,48223,FALSE,FALSE,America/Chicago
185,75435,33.48223,-95.31354,Deport,TX,Texas,TRUE,,944,5.4,48277,Lamar,"{""48277"": ""84.98"", ""48387"": ""15.02""}",Lamar|Red River,48277|48387,FALSE,FALSE,America/Chicago
186,75436,33.71282,-95.25156,Detroit,TX,Texas,TRUE,,2480,5.8,48387,Red River,"{""48387"": ""95.52"", ""48277"": ""4.48""}",Red River|Lamar,48387|48277,FALSE,FALSE,America/Chicago
